Gene symbol,GSM1686435,GSM1686436,GSM1686437,GSM1686438,GSM1686439,GSM1686440,GSM1686441,GSM1686442,GSM1686443,GSM1686444,GSM1686445,Variance
FBXO21,0.5718841496705444,0.5441480364830473,0.7068665671830288,0.6178190458968549,0.599960881791923,0.607746457423501,0.8073004928303857,0.416951194602141,-1.6566590191123556,-1.71912853158623,-1.4968892751828347,4.645700355
LOC100132781,0.8184159287367525,0.5947061003905466,0.663547383803285,0.6228463138364895,0.5382796170274884,0.4362835146585435,0.6848229431041108,0.5043945157154183,-1.4208537275967408,-1.740868324485195,-1.7015742651906962,4.640807854
KDELR2,0.6059500811693338,0.6317212752261709,0.5196068192630009,0.5172639834396524,0.7151848014329707,0.33349779854573286,0.9556671368837915,0.5624611911984221,-1.4783001190852842,-1.7227164663561454,-1.6403365017176443,4.617335669
MAP3K14-AS1,0.505373950345545,0.5333534105414219,0.6003478597364363,0.5761282920974224,0.7081151697753557,0.6760340086083555,0.7292096319125616,0.5553756383744777,-1.538957760458443,-1.728680962282283,-1.6162992386508501,4.613422891
MSL3,0.6349523344218256,0.6872340630950692,0.672359543106344,0.5181161708140118,0.5524306575206765,0.48758167763583593,0.7127122012935805,0.6208632676338244,-1.7070972922518541,-1.590241492314023,-1.5889111309552952,4.564487508
FRG2DP,0.6767287562493177,0.5916893952494034,0.6242304686493707,0.5982271033493973,0.5280327637494675,0.5619010410494338,0.7330120327492607,0.5780732663494175,-1.6586732974583267,-1.6040023279183822,-1.6292192020183565,4.552447175
LOC440040,0.5425813596653997,0.6665782803432511,0.5249659241087842,0.6035957174592628,0.5196517703654479,0.6165366659268326,0.7689741501569851,0.6448296140973739,-1.6389870032541956,-1.6429332544598947,-1.6057932244092434,4.543305772
AADACP1,0.8018962164437792,0.4357068435749401,0.8373735797652567,0.22692674291886814,0.7148019958071433,0.31717013311524733,0.988779747504765,0.3891089752456215,-1.3492080188452042,-1.9975433019572482,-1.3650129135731637,4.543186273
MRPL35,0.3943290252432388,0.844712420962433,0.45399583327473925,0.851758129920736,0.2874608942603118,0.7013839778875901,0.43078933733515473,0.8455500227267065,-1.5200689318348257,-1.6142301513467996,-1.6756805584292829,4.531222217
PERP,0.029226571148128915,1.018399461542427,0.179749665120805,1.0235763121376225,-0.039502283420462705,0.9089460489583001,0.27426416598736836,1.0452697812984406,-1.70493456256596,-1.0214226526475878,-1.7135725075590857,4.525223362
SUMO2,0.5849468036063667,0.8321032901747081,0.4566738290697931,0.6122706362923147,0.52081031633808,0.4487747574387646,0.7269810538774998,0.678245272304929,-1.668683172573929,-1.4519654356177336,-1.7401573509107882,4.456919905
GOLGA8O,0.5220285954060925,0.5760772875893435,0.642690804892687,0.5967693607037806,0.5410752747548027,0.6734048218529104,0.7988536313852537,0.5301558434004371,-1.69352901243635,-1.6736496641213485,-1.5138769434276114,4.424669839
